instance,VariablesVari.,BinariesBina.,IntegersInte.,ContinuousCont.,ConstraintsCons.,Nonz.Nonz.,param_id,runtime,gap,status,objval
atlanta-ip,48738,46667,106,1965,21732,257532,1,90.01100015640259,0.0111109643811304,9,91.00997516923005
atlanta-ip,48738,46667,106,1965,21732,257532,2,90.00699996948242,0.0222189622498718,9,92.00980470904
atlanta-ip,48738,46667,106,1965,21732,257532,3,90.00999999046326,0.0222189513758431,9,92.00980373027
atlanta-ip,48738,46667,106,1965,21732,257532,4,90.00600004196167,0.0111109705000143,9,91.00997571999002
atlanta-ip,48738,46667,106,1965,21732,257532,5,90.0090000629425,0.0222189513758431,9,92.00980373027
atlanta-ip,48738,46667,106,1965,21732,257532,6,90.02500009536743,0.0333267992908218,9,93.00961977276002
atlanta-ip,48738,46667,106,1965,21732,257532,7,90.01300001144409,0.0111077427500777,9,91.00968519061004
atlanta-ip,48738,46667,106,1965,21732,257532,8,90.01399993896484,0.0111077666183467,9,91.00968733899003
atlanta-ip,48738,46667,106,1965,21732,257532,9,90.00999999046326,0.0333280005263044,9,93.00972789582
atlanta-ip,48738,46667,106,1965,21732,257532,10,3600.0,1.0,9,
atlanta-ip,48738,46667,106,1965,21732,257532,11,90.01400017738342,0.0111109832393937,9,91.00997686666004
atlanta-ip,48738,46667,106,1965,21732,257532,12,90.00799989700317,0.022218875228979,9,92.00979687630002
atlanta-ip,48738,46667,106,1965,21732,257532,13,90.01200008392334,0.0222196971111006,9,92.00987085381
atlanta-ip,48738,46667,106,1965,21732,257532,14,90.00999999046326,0.0222197710820924,9,92.00987751193
atlanta-ip,48738,46667,106,1965,21732,257532,15,90.0149998664856,0.0222189513758431,9,92.00980373027
atlanta-ip,48738,46667,106,1965,21732,257532,16,3600.0,0.0666602369743309,9,96.00995845244
atlanta-ip,48738,46667,106,1965,21732,257532,17,90.01900005340576,0.0222189622498718,9,92.00980470904
atlanta-ip,48738,46667,106,1965,21732,257532,18,90.00600004196167,0.0222189513758431,9,92.00980373027
atlanta-ip,48738,46667,106,1965,21732,257532,19,3600.0,1.0,9,
atlanta-ip,48738,46667,106,1965,21732,257532,20,90.00500011444092,0.0222193601257556,9,92.00984052180002
atlanta-ip,48738,46667,106,1965,21732,257532,21,90.00699996948242,0.0333327576934801,9,93.01015608786004
atlanta-ip,48738,46667,106,1965,21732,257532,22,90.00899982452393,0.0333307299866016,9,93.00997357421002
atlanta-ip,48738,46667,106,1965,21732,257532,23,90.00699996948242,0.0222190264592683,9,92.00981048852
atlanta-ip,48738,46667,106,1965,21732,257532,24,90.00800013542175,0.0111109643811304,9,91.00997516923005
atlanta-ip,48738,46667,106,1965,21732,257532,25,90.00300002098083,0.0444392264477272,9,94.00984799226
atlanta-ip,48738,46667,106,1965,21732,257532,26,90.00999999046326,0.0222190383129673,9,92.00981155547
atlanta-ip,48738,46667,106,1965,21732,257532,27,90.0239999294281,0.0222189622498718,9,92.00980470904
b1c1s1,3872,288,0,3584,3904,11408,0,90.00100016593933,0.0249394461024475,9,25156.37
b1c1s1,3872,288,0,3584,3904,11408,1,90.00300002098083,0.0007333693227527,9,24562.24999999997
b1c1s1,3872,288,0,3584,3904,11408,2,90.00300002098083,0.0131097914990274,9,24866.020000000004
b1c1s1,3872,288,0,3584,3904,11408,3,90.00399994850159,0.0138011957994235,9,24882.99
b1c1s1,3872,288,0,3584,3904,11408,4,90.00099992752075,0.0016814528861137,9,24585.52
b1c1s1,3872,288,0,3584,3904,11408,5,90.0090000629425,0.0049196858734732,9,24665.0
b1c1s1,3872,288,0,3584,3904,11408,6,90.00399994850159,0.0,9,24544.25
b1c1s1,3872,288,0,3584,3904,11408,7,90.0019998550415,0.0089283640771245,9,24763.389999999963
b1c1s1,3872,288,0,3584,3904,11408,8,90.00300002098083,0.0009073408232069,9,24566.52
b1c1s1,3872,288,0,3584,3904,11408,9,90.00600004196167,0.007150758324251,9,24719.76
b1c1s1,3872,288,0,3584,3904,11408,10,3600.0,0.0580482190329691,9,25968.999999999956
b1c1s1,3872,288,0,3584,3904,11408,11,90.00999999046326,0.0086382757672364,9,24756.269999999997
b1c1s1,3872,288,0,3584,3904,11408,12,90.01199984550476,0.0201937317294274,9,25039.89
b1c1s1,3872,288,0,3584,3904,11408,13,3600.0,0.0508819784674606,9,25793.10999999997
b1c1s1,3872,288,0,3584,3904,11408,14,90.00300002098083,0.0321651710685801,9,25333.72
b1c1s1,3872,288,0,3584,3904,11408,15,90.00100016593933,0.0179308799413303,9,24984.35
b1c1s1,3872,288,0,3584,3904,11408,16,90.0019998550415,0.0427615429275676,9,25593.799999999952
b1c1s1,3872,288,0,3584,3904,11408,17,90.01699995994568,0.0130038603746294,9,24863.42
b1c1s1,3872,288,0,3584,3904,11408,18,90.00099992752075,0.0142029192173319,9,24892.85
b1c1s1,3872,288,0,3584,3904,11408,19,90.00300002098083,0.0174093728673712,9,24971.549999999977
b1c1s1,3872,288,0,3584,3904,11408,20,3600.0,0.0547594650478217,9,25888.28
b1c1s1,3872,288,0,3584,3904,11408,21,3600.0,0.0621913482791283,9,26070.689999999995
b1c1s1,3872,288,0,3584,3904,11408,22,3600.0,1.2151482504453572,9,54369.15244599346
b1c1s1,3872,288,0,3584,3904,11408,23,3600.0,0.596672935168534,9,39189.13968901029
b1c1s1,3872,288,0,3584,3904,11408,24,3600.0,0.6174775661208628,9,39699.77375226199
b1c1s1,3872,288,0,3584,3904,11408,25,3600.0,1.4527887386998075,9,60201.85999983276
b1c1s1,3872,288,0,3584,3904,11408,26,3600.0,0.9761785346873504,9,48503.82
b1c1s1,3872,288,0,3584,3904,11408,27,3600.0,0.7795533027264371,9,43677.80115044335
bab2,147912,147912,0,0,17245,2027726,0,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,1,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,2,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,3,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,4,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,5,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,6,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,7,87.07500004768372,0.002560962293482,2,-356628.6539999995
bab2,147912,147912,0,0,17245,2027726,8,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,9,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,10,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,11,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,12,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,13,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,14,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,15,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,16,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,17,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,18,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,19,3600.0,1.0,9,
